2
0.17
3
0.16
4
0.15
5
0.18
6
0.176666666666667
7
0.22
8
0.2
9
0.24
10
0.21
12
0.29
14
0.383333333333333
16
0.59
18
0.56
20
0.63
22
0.61
24
0.656666666666667
26
0.703333333333333
28
0.736666666666667
30
0.783333333333333
35
0.853333333333333
40
0.983333333333333
45
1.08
50
1.24666666666667
60
1.55666666666667
70
1.90333333333333
80
2.28333333333333
90
2.90333333333333
100
3.33333333333333
125
4.86666666666667
150
6.73
175
8.91666666666667
200
11.4933333333333
250
17.74
300
25.2233333333333
350
33.8633333333333
400
43.5266666666667
450
54.58
500
66.9133333333333
600
95.4566666666667
700
129.053333333333
800
167.976666666667
900
212.293333333333
1000
260.746666666667
1250
405.316666666667
1500
576.933333333333
1750
782.753333333333
2000
1021.29333333333
2500
1593.14333333333
